participant,condition,phase,heartbeat_id_reference,rater_difference,Agreement
VP_020,tsst,Prep,44,69.0,Low Agreement
VP_020,tsst,Prep,45,5.0,Medium Agreement
VP_020,tsst,Prep,46,9.0,Medium Agreement
VP_020,tsst,Talk,0,8.0,Medium Agreement
VP_020,tsst,Talk,1,3.0,High Agreement
VP_020,tsst,Talk,2,0.0,High Agreement
VP_020,tsst,Talk,3,1.0,High Agreement
VP_020,tsst,Talk,4,1.0,High Agreement
VP_020,tsst,Talk,5,1.0,High Agreement
VP_020,tsst,Talk,6,33.0,Low Agreement
VP_020,tsst,Talk,7,56.0,Low Agreement
VP_020,tsst,Talk,8,1.0,High Agreement
VP_020,tsst,Talk,9,3.0,High Agreement
VP_020,tsst,Talk,10,14.0,Low Agreement
VP_020,tsst,Talk,11,12.0,Low Agreement
VP_020,tsst,Talk,13,12.0,Low Agreement
VP_020,tsst,Talk,14,6.0,Medium Agreement
VP_020,tsst,Talk,15,4.0,High Agreement
VP_020,tsst,Talk,16,8.0,Medium Agreement
VP_020,tsst,Talk,17,2.0,High Agreement
VP_020,tsst,Talk,18,58.0,Low Agreement
VP_020,tsst,Talk,19,1.0,High Agreement
VP_020,tsst,Talk,20,16.0,Low Agreement
VP_020,tsst,Talk,21,0.0,High Agreement
VP_020,tsst,Talk,22,7.0,Medium Agreement
VP_020,tsst,Talk,23,0.0,High Agreement
VP_020,tsst,Talk,24,7.0,Medium Agreement
VP_020,tsst,Talk,27,4.0,High Agreement
VP_020,tsst,Talk,28,2.0,High Agreement
VP_020,tsst,Talk,29,1.0,High Agreement
VP_020,tsst,Talk,32,3.0,High Agreement
VP_020,tsst,Talk,33,59.0,Low Agreement
VP_020,tsst,Talk,34,36.0,Low Agreement
VP_020,tsst,Talk,35,0.0,High Agreement
VP_020,tsst,Talk,36,4.0,High Agreement
VP_020,tsst,Talk,37,4.0,High Agreement
VP_020,tsst,Talk,38,1.0,High Agreement
VP_020,tsst,Talk,39,10.0,Medium Agreement
VP_020,tsst,Talk,40,59.0,Low Agreement
VP_020,tsst,Talk,42,17.0,Low Agreement
VP_020,tsst,Talk,43,39.0,Low Agreement
VP_020,tsst,Talk,45,4.0,High Agreement
VP_020,tsst,Talk,46,15.0,Low Agreement
VP_020,tsst,Talk,47,2.0,High Agreement
VP_020,tsst,Talk,48,9.0,Medium Agreement
VP_020,tsst,Talk,49,16.0,Low Agreement
VP_020,tsst,Talk,50,24.0,Low Agreement
VP_022,ftsst,Math,0,0.0,High Agreement
VP_022,ftsst,Math,1,11.0,Low Agreement
VP_022,ftsst,Math,2,7.0,Medium Agreement
VP_022,ftsst,Math,3,5.0,Medium Agreement
VP_022,ftsst,Math,4,4.0,High Agreement
VP_022,ftsst,Math,5,2.0,High Agreement
VP_022,ftsst,Math,6,4.0,High Agreement
VP_022,ftsst,Math,7,6.0,Medium Agreement
VP_022,ftsst,Math,8,1.0,High Agreement
VP_022,ftsst,Math,9,1.0,High Agreement
VP_022,ftsst,Math,10,5.0,Medium Agreement
VP_022,ftsst,Math,11,1.0,High Agreement
VP_022,ftsst,Math,12,1.0,High Agreement
VP_022,ftsst,Math,13,2.0,High Agreement
VP_022,ftsst,Math,14,1.0,High Agreement
VP_022,ftsst,Math,15,2.0,High Agreement
VP_022,ftsst,Math,16,2.0,High Agreement
VP_022,ftsst,Math,17,6.0,Medium Agreement
VP_022,ftsst,Math,18,2.0,High Agreement
VP_022,ftsst,Math,19,8.0,Medium Agreement
VP_022,ftsst,Math,20,4.0,High Agreement
VP_022,ftsst,Math,21,1.0,High Agreement
VP_022,ftsst,Math,22,12.0,Low Agreement
VP_022,ftsst,Math,23,1.0,High Agreement
VP_022,ftsst,Math,24,2.0,High Agreement
VP_022,ftsst,Math,25,25.0,Low Agreement
VP_022,ftsst,Math,26,3.0,High Agreement
VP_022,ftsst,Math,27,1.0,High Agreement
VP_022,ftsst,Math,28,4.0,High Agreement
VP_022,ftsst,Math,29,2.0,High Agreement
VP_022,ftsst,Math,30,1.0,High Agreement
VP_022,ftsst,Math,32,2.0,High Agreement
VP_022,ftsst,Math,33,4.0,High Agreement
VP_022,ftsst,Math,34,2.0,High Agreement
VP_022,ftsst,Pause_1,0,29.0,Low Agreement
VP_022,ftsst,Pause_1,1,0.0,High Agreement
VP_022,ftsst,Pause_1,2,1.0,High Agreement
VP_022,ftsst,Pause_1,3,1.0,High Agreement
VP_022,ftsst,Pause_1,4,36.0,Low Agreement
VP_022,ftsst,Pause_1,5,1.0,High Agreement
VP_022,ftsst,Pause_1,6,5.0,Medium Agreement
VP_022,ftsst,Pause_1,7,31.0,Low Agreement
VP_022,ftsst,Pause_1,8,31.0,Low Agreement
VP_022,ftsst,Pause_1,9,5.0,Medium Agreement
VP_022,ftsst,Pause_1,10,6.0,Medium Agreement
VP_022,ftsst,Pause_5,0,10.0,Medium Agreement
VP_022,ftsst,Pause_5,1,1.0,High Agreement
VP_022,ftsst,Pause_5,2,20.0,Low Agreement
VP_022,ftsst,Pause_5,3,31.0,Low Agreement
VP_022,ftsst,Pause_5,4,33.0,Low Agreement
VP_022,ftsst,Pause_5,5,2.0,High Agreement
VP_022,ftsst,Pause_5,6,5.0,Medium Agreement
VP_022,ftsst,Pause_5,7,1.0,High Agreement
VP_022,ftsst,Pause_5,8,1.0,High Agreement
VP_022,ftsst,Pause_5,9,2.0,High Agreement
VP_022,ftsst,Pause_5,10,1.0,High Agreement
VP_022,ftsst,Prep,0,3.0,High Agreement
VP_022,ftsst,Prep,1,9.0,Medium Agreement
VP_022,ftsst,Prep,2,1.0,High Agreement
VP_022,ftsst,Prep,3,4.0,High Agreement
VP_022,ftsst,Prep,4,2.0,High Agreement
VP_022,ftsst,Prep,5,1.0,High Agreement
VP_022,ftsst,Prep,6,5.0,Medium Agreement
VP_022,ftsst,Prep,7,3.0,High Agreement
VP_022,ftsst,Prep,8,1.0,High Agreement
VP_022,ftsst,Prep,9,1.0,High Agreement
VP_022,ftsst,Prep,10,4.0,High Agreement
VP_022,ftsst,Prep,11,4.0,High Agreement
VP_022,ftsst,Prep,12,3.0,High Agreement
VP_022,ftsst,Prep,13,0.0,High Agreement
VP_022,ftsst,Prep,14,0.0,High Agreement
VP_022,ftsst,Prep,15,1.0,High Agreement
VP_022,ftsst,Prep,16,7.0,Medium Agreement
VP_022,ftsst,Prep,17,0.0,High Agreement
VP_022,ftsst,Prep,18,39.0,Low Agreement
VP_022,ftsst,Prep,19,3.0,High Agreement
VP_022,ftsst,Prep,20,0.0,High Agreement
VP_022,ftsst,Prep,21,1.0,High Agreement
VP_022,ftsst,Prep,22,2.0,High Agreement
VP_022,ftsst,Prep,23,3.0,High Agreement
VP_022,ftsst,Prep,24,4.0,High Agreement
VP_022,ftsst,Prep,25,3.0,High Agreement
VP_022,ftsst,Prep,26,3.0,High Agreement
VP_022,ftsst,Prep,27,6.0,Medium Agreement
VP_022,ftsst,Prep,28,3.0,High Agreement
VP_022,ftsst,Prep,29,3.0,High Agreement
VP_022,ftsst,Prep,30,3.0,High Agreement
VP_022,ftsst,Prep,31,2.0,High Agreement
VP_022,ftsst,Prep,32,1.0,High Agreement
VP_022,ftsst,Prep,33,0.0,High Agreement
VP_022,ftsst,Prep,34,3.0,High Agreement
VP_022,ftsst,Talk,0,38.0,Low Agreement
VP_022,ftsst,Talk,1,10.0,Medium Agreement
VP_022,ftsst,Talk,2,2.0,High Agreement
VP_022,ftsst,Talk,3,3.0,High Agreement
VP_022,ftsst,Talk,4,3.0,High Agreement
VP_022,ftsst,Talk,5,4.0,High Agreement
VP_022,ftsst,Talk,6,9.0,Medium Agreement
VP_022,ftsst,Talk,7,1.0,High Agreement
VP_022,ftsst,Talk,8,0.0,High Agreement
VP_022,ftsst,Talk,9,3.0,High Agreement
VP_022,ftsst,Talk,10,0.0,High Agreement
VP_022,ftsst,Talk,11,7.0,Medium Agreement
VP_022,ftsst,Talk,12,1.0,High Agreement
VP_022,ftsst,Talk,13,34.0,Low Agreement
VP_022,ftsst,Talk,14,33.0,Low Agreement
VP_022,ftsst,Talk,15,8.0,Medium Agreement
VP_022,ftsst,Talk,16,2.0,High Agreement
VP_022,ftsst,Talk,17,2.0,High Agreement
VP_022,ftsst,Talk,18,8.0,Medium Agreement
VP_022,ftsst,Talk,19,4.0,High Agreement
VP_022,ftsst,Talk,20,2.0,High Agreement
VP_022,ftsst,Talk,21,1.0,High Agreement
VP_022,ftsst,Talk,22,2.0,High Agreement
VP_022,ftsst,Talk,23,2.0,High Agreement
VP_022,ftsst,Talk,24,7.0,Medium Agreement
VP_022,ftsst,Talk,25,30.0,Low Agreement
VP_022,ftsst,Talk,26,29.0,Low Agreement
VP_022,ftsst,Talk,27,3.0,High Agreement
VP_022,ftsst,Talk,28,13.0,Low Agreement
VP_022,ftsst,Talk,29,6.0,Medium Agreement
VP_022,ftsst,Talk,32,1.0,High Agreement
VP_022,ftsst,Talk,33,7.0,Medium Agreement
VP_022,ftsst,Talk,34,1.0,High Agreement
VP_022,tsst,Math,0,0.0,High Agreement
VP_022,tsst,Math,1,1.0,High Agreement
VP_022,tsst,Math,2,42.0,Low Agreement
VP_022,tsst,Math,3,9.0,Medium Agreement
VP_022,tsst,Math,4,7.0,Medium Agreement
VP_022,tsst,Math,5,2.0,High Agreement
VP_022,tsst,Math,6,28.0,Low Agreement
VP_022,tsst,Math,7,1.0,High Agreement
VP_022,tsst,Math,8,4.0,High Agreement
VP_022,tsst,Math,9,1.0,High Agreement
VP_022,tsst,Math,10,3.0,High Agreement
VP_022,tsst,Math,11,5.0,Medium Agreement
VP_022,tsst,Math,12,0.0,High Agreement
VP_022,tsst,Math,13,50.0,Low Agreement
VP_022,tsst,Math,14,3.0,High Agreement
VP_022,tsst,Math,15,6.0,Medium Agreement
VP_022,tsst,Math,16,2.0,High Agreement
VP_022,tsst,Math,17,2.0,High Agreement
VP_022,tsst,Math,18,3.0,High Agreement
VP_022,tsst,Math,19,3.0,High Agreement
VP_022,tsst,Math,20,6.0,Medium Agreement
VP_022,tsst,Math,21,2.0,High Agreement
VP_022,tsst,Math,22,5.0,Medium Agreement
VP_022,tsst,Math,23,8.0,Medium Agreement
VP_022,tsst,Math,24,3.0,High Agreement
VP_022,tsst,Math,25,4.0,High Agreement
VP_022,tsst,Math,26,7.0,Medium Agreement
VP_022,tsst,Math,27,5.0,Medium Agreement
VP_022,tsst,Math,28,1.0,High Agreement
VP_022,tsst,Math,29,1.0,High Agreement
VP_022,tsst,Math,30,8.0,Medium Agreement
VP_022,tsst,Math,31,2.0,High Agreement
VP_022,tsst,Math,32,6.0,Medium Agreement
VP_022,tsst,Math,33,3.0,High Agreement
VP_022,tsst,Math,34,1.0,High Agreement
VP_022,tsst,Math,35,7.0,Medium Agreement
VP_022,tsst,Pause_1,0,2.0,High Agreement
VP_022,tsst,Pause_1,1,2.0,High Agreement
VP_022,tsst,Pause_1,2,2.0,High Agreement
VP_022,tsst,Pause_1,3,10.0,Medium Agreement
VP_022,tsst,Pause_1,4,1.0,High Agreement
VP_022,tsst,Pause_1,5,1.0,High Agreement
VP_022,tsst,Pause_1,6,5.0,Medium Agreement
VP_022,tsst,Pause_1,7,21.0,Low Agreement
VP_022,tsst,Pause_1,8,18.0,Low Agreement
VP_022,tsst,Pause_1,9,4.0,High Agreement
VP_022,tsst,Pause_1,10,5.0,Medium Agreement
VP_022,tsst,Pause_1,11,7.0,Medium Agreement
VP_022,tsst,Pause_5,0,30.0,Low Agreement
VP_022,tsst,Pause_5,1,0.0,High Agreement
VP_022,tsst,Pause_5,2,10.0,Medium Agreement
VP_022,tsst,Pause_5,3,4.0,High Agreement
VP_022,tsst,Pause_5,4,4.0,High Agreement
VP_022,tsst,Pause_5,5,13.0,Low Agreement
VP_022,tsst,Pause_5,6,5.0,Medium Agreement
VP_022,tsst,Pause_5,7,0.0,High Agreement
VP_022,tsst,Pause_5,8,13.0,Low Agreement
VP_022,tsst,Pause_5,9,3.0,High Agreement
VP_022,tsst,Pause_5,10,4.0,High Agreement
VP_022,tsst,Prep,0,33.0,Low Agreement
VP_022,tsst,Prep,1,2.0,High Agreement
VP_022,tsst,Prep,2,6.0,Medium Agreement
VP_022,tsst,Prep,3,1.0,High Agreement
VP_022,tsst,Prep,4,10.0,Medium Agreement
VP_022,tsst,Prep,5,6.0,Medium Agreement
VP_022,tsst,Prep,6,6.0,Medium Agreement
VP_022,tsst,Prep,7,5.0,Medium Agreement
VP_022,tsst,Prep,8,32.0,Low Agreement
VP_022,tsst,Prep,9,1.0,High Agreement
VP_022,tsst,Prep,10,1.0,High Agreement
VP_022,tsst,Prep,11,1.0,High Agreement
VP_022,tsst,Prep,12,1.0,High Agreement
VP_022,tsst,Prep,13,6.0,Medium Agreement
VP_022,tsst,Prep,14,1.0,High Agreement
VP_022,tsst,Prep,15,7.0,Medium Agreement
VP_022,tsst,Prep,16,4.0,High Agreement
VP_022,tsst,Prep,17,1.0,High Agreement
VP_022,tsst,Prep,18,2.0,High Agreement
VP_022,tsst,Prep,19,2.0,High Agreement
VP_022,tsst,Prep,20,21.0,Low Agreement
VP_022,tsst,Prep,21,0.0,High Agreement
VP_022,tsst,Prep,22,2.0,High Agreement
VP_022,tsst,Prep,23,18.0,Low Agreement
VP_022,tsst,Prep,24,2.0,High Agreement
VP_022,tsst,Prep,25,8.0,Medium Agreement
VP_022,tsst,Prep,26,24.0,Low Agreement
VP_022,tsst,Prep,27,4.0,High Agreement
VP_022,tsst,Prep,28,2.0,High Agreement
VP_022,tsst,Prep,29,4.0,High Agreement
VP_022,tsst,Prep,30,5.0,Medium Agreement
VP_022,tsst,Prep,31,9.0,Medium Agreement
VP_022,tsst,Prep,32,3.0,High Agreement
VP_022,tsst,Prep,33,10.0,Medium Agreement
VP_022,tsst,Talk,0,1.0,High Agreement
VP_022,tsst,Talk,1,2.0,High Agreement
VP_022,tsst,Talk,2,4.0,High Agreement
VP_022,tsst,Talk,4,1.0,High Agreement
VP_022,tsst,Talk,5,4.0,High Agreement
VP_022,tsst,Talk,11,1.0,High Agreement
VP_022,tsst,Talk,12,10.0,Medium Agreement
VP_022,tsst,Talk,13,1.0,High Agreement
VP_022,tsst,Talk,14,1.0,High Agreement
VP_022,tsst,Talk,21,9.0,Medium Agreement
VP_022,tsst,Talk,22,2.0,High Agreement
VP_022,tsst,Talk,23,2.0,High Agreement
VP_022,tsst,Talk,24,1.0,High Agreement
VP_022,tsst,Talk,29,3.0,High Agreement
VP_022,tsst,Talk,30,3.0,High Agreement
VP_022,tsst,Talk,31,0.0,High Agreement
VP_022,tsst,Talk,33,40.0,Low Agreement
VP_022,tsst,Talk,34,3.0,High Agreement
VP_022,tsst,Talk,35,38.0,Low Agreement
VP_022,tsst,Talk,37,1.0,High Agreement
VP_022,tsst,Talk,38,2.0,High Agreement
VP_022,tsst,Talk,39,2.0,High Agreement
VP_023,ftsst,Math,0,0.0,High Agreement
VP_023,ftsst,Math,1,1.0,High Agreement
VP_023,ftsst,Math,2,4.0,High Agreement
VP_023,ftsst,Math,3,0.0,High Agreement
VP_023,ftsst,Math,4,1.0,High Agreement
VP_023,ftsst,Math,5,1.0,High Agreement
VP_023,ftsst,Math,6,1.0,High Agreement
VP_023,ftsst,Math,7,4.0,High Agreement
VP_023,ftsst,Math,8,0.0,High Agreement
VP_023,ftsst,Math,9,1.0,High Agreement
VP_023,ftsst,Math,10,1.0,High Agreement
VP_023,ftsst,Math,11,1.0,High Agreement
VP_023,ftsst,Math,12,0.0,High Agreement
VP_023,ftsst,Math,13,3.0,High Agreement
VP_023,ftsst,Math,14,0.0,High Agreement
VP_023,ftsst,Math,15,0.0,High Agreement
VP_023,ftsst,Math,16,3.0,High Agreement
VP_023,ftsst,Math,17,8.0,Medium Agreement
VP_023,ftsst,Math,18,1.0,High Agreement
VP_023,ftsst,Math,19,1.0,High Agreement
VP_023,ftsst,Math,20,1.0,High Agreement
VP_023,ftsst,Math,21,14.0,Low Agreement
VP_023,ftsst,Math,22,4.0,High Agreement
VP_023,ftsst,Math,23,2.0,High Agreement
VP_023,ftsst,Math,24,6.0,Medium Agreement
VP_023,ftsst,Math,25,7.0,Medium Agreement
VP_023,ftsst,Math,26,3.0,High Agreement
VP_023,ftsst,Math,27,3.0,High Agreement
VP_023,ftsst,Math,28,4.0,High Agreement
VP_023,ftsst,Math,29,0.0,High Agreement
VP_023,ftsst,Math,30,1.0,High Agreement
VP_023,ftsst,Math,31,3.0,High Agreement
VP_023,ftsst,Math,32,5.0,Medium Agreement
VP_023,ftsst,Math,33,2.0,High Agreement
VP_023,ftsst,Math,34,1.0,High Agreement
VP_023,ftsst,Math,35,1.0,High Agreement
VP_023,ftsst,Pause_1,0,2.0,High Agreement
VP_023,ftsst,Pause_1,1,1.0,High Agreement
VP_023,ftsst,Pause_1,2,3.0,High Agreement
VP_023,ftsst,Pause_1,3,1.0,High Agreement
VP_023,ftsst,Pause_1,4,2.0,High Agreement
VP_023,ftsst,Pause_1,5,2.0,High Agreement
VP_023,ftsst,Pause_1,6,1.0,High Agreement
VP_023,ftsst,Pause_1,7,2.0,High Agreement
VP_023,ftsst,Pause_1,8,2.0,High Agreement
VP_023,ftsst,Pause_1,9,2.0,High Agreement
VP_023,ftsst,Pause_5,0,5.0,Medium Agreement
VP_023,ftsst,Pause_5,1,1.0,High Agreement
VP_023,ftsst,Pause_5,2,1.0,High Agreement
VP_023,ftsst,Pause_5,3,2.0,High Agreement
VP_023,ftsst,Pause_5,4,8.0,Medium Agreement
VP_023,ftsst,Pause_5,5,1.0,High Agreement
VP_023,ftsst,Pause_5,6,2.0,High Agreement
VP_023,ftsst,Pause_5,7,2.0,High Agreement
VP_023,ftsst,Pause_5,8,3.0,High Agreement
VP_023,ftsst,Pause_5,9,4.0,High Agreement
VP_023,ftsst,Prep,0,2.0,High Agreement
VP_023,ftsst,Prep,1,3.0,High Agreement
VP_023,ftsst,Prep,2,3.0,High Agreement
VP_023,ftsst,Prep,3,4.0,High Agreement
VP_023,ftsst,Prep,4,4.0,High Agreement
VP_023,ftsst,Prep,5,10.0,Medium Agreement
VP_023,ftsst,Prep,6,8.0,Medium Agreement
VP_023,ftsst,Prep,7,3.0,High Agreement
VP_023,ftsst,Prep,8,2.0,High Agreement
VP_023,ftsst,Prep,9,2.0,High Agreement
VP_023,ftsst,Prep,10,4.0,High Agreement
VP_023,ftsst,Prep,11,10.0,Medium Agreement
VP_023,ftsst,Prep,12,2.0,High Agreement
VP_023,ftsst,Prep,13,1.0,High Agreement
VP_023,ftsst,Prep,14,6.0,Medium Agreement
VP_023,ftsst,Prep,16,11.0,Low Agreement
VP_023,ftsst,Prep,17,4.0,High Agreement
VP_023,ftsst,Prep,18,4.0,High Agreement
VP_023,ftsst,Prep,19,0.0,High Agreement
VP_023,ftsst,Prep,20,9.0,Medium Agreement
VP_023,ftsst,Prep,21,1.0,High Agreement
VP_023,ftsst,Prep,22,1.0,High Agreement
VP_023,ftsst,Prep,23,2.0,High Agreement
VP_023,ftsst,Prep,24,7.0,Medium Agreement
VP_023,ftsst,Prep,25,10.0,Medium Agreement
VP_023,ftsst,Prep,26,4.0,High Agreement
VP_023,ftsst,Prep,27,1.0,High Agreement
VP_023,ftsst,Prep,28,8.0,Medium Agreement
VP_023,ftsst,Prep,29,4.0,High Agreement
VP_023,ftsst,Prep,30,3.0,High Agreement
VP_023,ftsst,Prep,31,7.0,Medium Agreement
VP_023,ftsst,Prep,32,0.0,High Agreement
VP_023,ftsst,Prep,33,2.0,High Agreement
VP_023,ftsst,Prep,34,11.0,Low Agreement
VP_023,ftsst,Prep,35,4.0,High Agreement
VP_023,ftsst,Prep,36,3.0,High Agreement
VP_023,ftsst,Prep,37,1.0,High Agreement
VP_023,ftsst,Talk,0,4.0,High Agreement
VP_023,ftsst,Talk,1,2.0,High Agreement
VP_023,ftsst,Talk,2,2.0,High Agreement
VP_023,ftsst,Talk,3,1.0,High Agreement
VP_023,ftsst,Talk,4,1.0,High Agreement
VP_023,ftsst,Talk,5,1.0,High Agreement
VP_023,ftsst,Talk,6,2.0,High Agreement
VP_023,ftsst,Talk,7,3.0,High Agreement
VP_023,ftsst,Talk,8,6.0,Medium Agreement
VP_023,ftsst,Talk,9,3.0,High Agreement
VP_023,ftsst,Talk,10,4.0,High Agreement
VP_023,ftsst,Talk,11,8.0,Medium Agreement
VP_023,ftsst,Talk,12,51.0,Low Agreement
VP_023,ftsst,Talk,13,3.0,High Agreement
VP_023,ftsst,Talk,14,2.0,High Agreement
VP_023,ftsst,Talk,18,3.0,High Agreement
VP_023,ftsst,Talk,19,9.0,Medium Agreement
VP_023,ftsst,Talk,20,72.0,Low Agreement
VP_023,ftsst,Talk,25,1.0,High Agreement
VP_023,ftsst,Talk,26,1.0,High Agreement
VP_023,ftsst,Talk,27,0.0,High Agreement
VP_023,ftsst,Talk,28,1.0,High Agreement
VP_023,ftsst,Talk,30,1.0,High Agreement
VP_023,ftsst,Talk,32,5.0,Medium Agreement
VP_023,ftsst,Talk,33,2.0,High Agreement
VP_023,ftsst,Talk,34,2.0,High Agreement
VP_023,ftsst,Talk,35,2.0,High Agreement
VP_023,ftsst,Talk,36,6.0,Medium Agreement
VP_023,ftsst,Talk,37,6.0,Medium Agreement
VP_023,ftsst,Talk,38,3.0,High Agreement
VP_023,ftsst,Talk,39,16.0,Low Agreement
VP_023,ftsst,Talk,40,1.0,High Agreement
VP_023,tsst,Math,0,1.0,High Agreement
VP_023,tsst,Math,1,5.0,Medium Agreement
VP_023,tsst,Math,2,2.0,High Agreement
VP_023,tsst,Math,3,2.0,High Agreement
VP_023,tsst,Math,4,0.0,High Agreement
VP_023,tsst,Math,5,2.0,High Agreement
VP_023,tsst,Math,6,2.0,High Agreement
VP_023,tsst,Math,7,0.0,High Agreement
VP_023,tsst,Math,8,0.0,High Agreement
VP_023,tsst,Math,9,2.0,High Agreement
VP_023,tsst,Math,10,5.0,Medium Agreement
VP_023,tsst,Math,11,1.0,High Agreement
VP_023,tsst,Math,12,3.0,High Agreement
VP_023,tsst,Math,13,1.0,High Agreement
VP_023,tsst,Math,14,3.0,High Agreement
VP_023,tsst,Math,15,0.0,High Agreement
VP_023,tsst,Math,16,3.0,High Agreement
VP_023,tsst,Math,17,1.0,High Agreement
VP_023,tsst,Math,18,4.0,High Agreement
VP_023,tsst,Math,19,2.0,High Agreement
VP_023,tsst,Math,20,1.0,High Agreement
VP_023,tsst,Math,21,0.0,High Agreement
VP_023,tsst,Math,22,2.0,High Agreement
VP_023,tsst,Math,23,0.0,High Agreement
VP_023,tsst,Math,24,2.0,High Agreement
VP_023,tsst,Math,25,0.0,High Agreement
VP_023,tsst,Math,26,2.0,High Agreement
VP_023,tsst,Math,27,1.0,High Agreement
VP_023,tsst,Math,28,4.0,High Agreement
VP_023,tsst,Math,29,4.0,High Agreement
VP_023,tsst,Math,30,1.0,High Agreement
VP_023,tsst,Math,31,1.0,High Agreement
VP_023,tsst,Math,32,1.0,High Agreement
VP_023,tsst,Math,33,2.0,High Agreement
VP_023,tsst,Math,34,1.0,High Agreement
VP_023,tsst,Math,35,2.0,High Agreement
VP_023,tsst,Math,36,3.0,High Agreement
VP_023,tsst,Math,37,1.0,High Agreement
VP_023,tsst,Math,38,4.0,High Agreement
VP_023,tsst,Math,39,5.0,Medium Agreement
VP_023,tsst,Math,40,2.0,High Agreement
VP_023,tsst,Math,41,1.0,High Agreement
VP_023,tsst,Math,42,1.0,High Agreement
VP_023,tsst,Math,43,10.0,Medium Agreement
VP_023,tsst,Math,44,1.0,High Agreement
VP_023,tsst,Math,45,1.0,High Agreement
VP_023,tsst,Pause_1,1,4.0,High Agreement
VP_023,tsst,Pause_1,2,15.0,Low Agreement
VP_023,tsst,Pause_1,3,56.0,Low Agreement
VP_023,tsst,Pause_1,4,36.0,Low Agreement
VP_023,tsst,Pause_1,5,23.0,Low Agreement
VP_023,tsst,Pause_1,6,11.0,Low Agreement
VP_023,tsst,Pause_1,7,29.0,Low Agreement
VP_023,tsst,Pause_1,8,24.0,Low Agreement
VP_023,tsst,Pause_5,0,0.0,High Agreement
VP_023,tsst,Pause_5,1,50.0,Low Agreement
VP_023,tsst,Pause_5,2,2.0,High Agreement
VP_023,tsst,Pause_5,3,4.0,High Agreement
VP_023,tsst,Pause_5,4,5.0,Medium Agreement
VP_023,tsst,Pause_5,5,0.0,High Agreement
VP_023,tsst,Pause_5,6,3.0,High Agreement
VP_023,tsst,Pause_5,7,2.0,High Agreement
VP_023,tsst,Pause_5,8,0.0,High Agreement
VP_023,tsst,Pause_5,9,9.0,Medium Agreement
VP_023,tsst,Prep,0,1.0,High Agreement
VP_023,tsst,Prep,1,0.0,High Agreement
VP_023,tsst,Prep,2,0.0,High Agreement
VP_023,tsst,Prep,3,3.0,High Agreement
VP_023,tsst,Prep,4,1.0,High Agreement
VP_023,tsst,Prep,5,2.0,High Agreement
VP_023,tsst,Prep,6,8.0,Medium Agreement
VP_023,tsst,Prep,7,4.0,High Agreement
VP_023,tsst,Prep,8,3.0,High Agreement
VP_023,tsst,Prep,9,1.0,High Agreement
VP_023,tsst,Prep,10,1.0,High Agreement
VP_023,tsst,Prep,11,0.0,High Agreement
VP_023,tsst,Prep,12,6.0,Medium Agreement
VP_023,tsst,Prep,13,4.0,High Agreement
VP_023,tsst,Prep,14,4.0,High Agreement
VP_023,tsst,Prep,15,1.0,High Agreement
VP_023,tsst,Prep,16,1.0,High Agreement
VP_023,tsst,Prep,17,0.0,High Agreement
VP_023,tsst,Prep,18,2.0,High Agreement
VP_023,tsst,Prep,19,1.0,High Agreement
VP_023,tsst,Prep,20,1.0,High Agreement
VP_023,tsst,Prep,21,7.0,Medium Agreement
VP_023,tsst,Prep,22,0.0,High Agreement
VP_023,tsst,Prep,23,3.0,High Agreement
VP_023,tsst,Prep,24,5.0,Medium Agreement
VP_023,tsst,Prep,25,2.0,High Agreement
VP_023,tsst,Prep,26,1.0,High Agreement
VP_023,tsst,Prep,27,0.0,High Agreement
VP_023,tsst,Prep,28,3.0,High Agreement
VP_023,tsst,Prep,29,3.0,High Agreement
VP_023,tsst,Prep,30,1.0,High Agreement
VP_023,tsst,Talk,0,0.0,High Agreement
VP_023,tsst,Talk,1,3.0,High Agreement
VP_023,tsst,Talk,2,0.0,High Agreement
VP_023,tsst,Talk,3,0.0,High Agreement
VP_023,tsst,Talk,4,1.0,High Agreement
VP_023,tsst,Talk,5,2.0,High Agreement
VP_023,tsst,Talk,6,2.0,High Agreement
VP_023,tsst,Talk,7,4.0,High Agreement
VP_023,tsst,Talk,8,3.0,High Agreement
VP_023,tsst,Talk,9,4.0,High Agreement
VP_023,tsst,Talk,10,0.0,High Agreement
VP_023,tsst,Talk,11,3.0,High Agreement
VP_023,tsst,Talk,12,1.0,High Agreement
VP_023,tsst,Talk,13,1.0,High Agreement
VP_023,tsst,Talk,14,0.0,High Agreement
VP_023,tsst,Talk,15,2.0,High Agreement
VP_023,tsst,Talk,16,2.0,High Agreement
VP_023,tsst,Talk,17,2.0,High Agreement
VP_023,tsst,Talk,18,1.0,High Agreement
VP_023,tsst,Talk,19,6.0,Medium Agreement
VP_023,tsst,Talk,22,7.0,Medium Agreement
VP_023,tsst,Talk,24,6.0,Medium Agreement
VP_023,tsst,Talk,26,4.0,High Agreement
VP_023,tsst,Talk,32,1.0,High Agreement
VP_023,tsst,Talk,33,0.0,High Agreement
VP_023,tsst,Talk,35,2.0,High Agreement
VP_023,tsst,Talk,36,2.0,High Agreement
VP_023,tsst,Talk,37,3.0,High Agreement
VP_023,tsst,Talk,38,0.0,High Agreement
VP_023,tsst,Talk,39,2.0,High Agreement
VP_023,tsst,Talk,40,0.0,High Agreement
VP_023,tsst,Talk,41,3.0,High Agreement
